Lote,Linea,Palma,Longitud,Latitud
67-CASA ROJA,63,11,-73.646858000000,3.885079916000
67-CASA ROJA,63,13,-73.646880500000,3.885225423000
67-CASA ROJA,63,17,-73.646907500000,3.885541436000
67-CASA ROJA,63,7,-73.646696000000,3.883179293000
67-CASA ROJA,63,14,-73.646894100000,3.885295905000
67-CASA ROJA,63,2,-73.646680300000,3.882776898000
67-CASA ROJA,63,18,-73.646916600000,3.885607368000
67-CASA ROJA,63,6,-73.646693800000,3.883090630000
67-CASA ROJA,63,10,-73.646855700000,3.885020807000
67-CASA ROJA,63,4,-73.646689300000,3.882917852000
67-CASA ROJA,63,12,-73.646864700000,3.885152667000
67-CASA ROJA,63,16,-73.646907600000,3.885455048000
67-CASA ROJA,63,8,-73.646844500000,3.884845751000
62-LA CEIBA,63,30,-73.663143000000,3.886617200000
62-LA CEIBA,63,28,-73.663166600000,3.886798500000
62-LA CEIBA,63,32,-73.663104400000,3.886261800000
62-LA CEIBA,63,12,-73.663377600000,3.888215100000
62-LA CEIBA,63,20,-73.663275900000,3.887471000000
62-LA CEIBA,63,34,-73.663074300000,3.886073300000
62-LA CEIBA,63,16,-73.663313300000,3.887858000000
62-LA CEIBA,63,6,-73.663461600000,3.888844500000
62-LA CEIBA,63,24,-73.663221500000,3.887115000000
62-LA CEIBA,63,19,-73.663285000000,3.887576700000
62-LA CEIBA,63,14,-73.663358000000,3.888033500000
62-LA CEIBA,63,15,-73.663327100000,3.887949500000
62-LA CEIBA,63,2,-73.663508700000,3.889207000000
62-LA CEIBA,63,8,-73.663432700000,3.888669600000
62-LA CEIBA,63,10,-73.663403300000,3.888488900000
62-LA CEIBA,63,27,-73.663187500000,3.886881400000
62-LA CEIBA,63,5,-73.663473800000,3.888940000000
62-LA CEIBA,63,31,-73.663122500000,3.886335200000
62-LA CEIBA,63,7,-73.663440600000,3.888761600000
62-LA CEIBA,63,21,-73.663264500000,3.887385300000
62-LA CEIBA,63,3,-73.663504400000,3.889112800000
62-LA CEIBA,63,23,-73.663231000000,3.887224600000
62-LA CEIBA,63,11,-73.663395500000,3.888398900000
62-LA CEIBA,63,26,-73.663193900000,3.886955800000
62-LA CEIBA,63,18,-73.663298100000,3.887682000000
62-LA CEIBA,63,33,-73.663084800000,3.886170900000
62-LA CEIBA,63,17,-73.663305900000,3.887772000000
62-LA CEIBA,63,25,-73.663209500000,3.887045100000
62-LA CEIBA,63,29,-73.663157800000,3.886696800000
62-LA CEIBA,63,13,-73.663366800000,3.888135300000
62-LA CEIBA,63,4,-73.663496500000,3.889020800000
62-LA CEIBA,63,9,-73.663420500000,3.888574100000
62-LA CEIBA,63,22,-73.663249900000,3.887307700000
62-LA CEIBA,63,1,-73.663521000000,3.889304500000
67-CASA ROJA,64,9,-73.646939500000,3.885029943000
67-CASA ROJA,64,3,-73.646743700000,3.882881505000
67-CASA ROJA,64,5,-73.646757200000,3.883049742000
67-CASA ROJA,64,1,-73.646732400000,3.882731457000
67-CASA ROJA,64,7,-73.646907900000,3.884786676000
67-CASA ROJA,64,8,-73.646921400000,3.884954913000
67-CASA ROJA,64,4,-73.646750400000,3.882967897000
67-CASA ROJA,64,2,-73.646739200000,3.882811029000
67-CASA ROJA,64,10,-73.646939400000,3.885211813000
67-CASA ROJA,64,6,-73.646757100000,3.883145224000
62-LA CEIBA,64,17,-73.663100400000,3.886827900000
62-LA CEIBA,64,5,-73.663348200000,3.888623800000
62-LA CEIBA,64,7,-73.663327100000,3.888448200000
62-LA CEIBA,64,13,-73.663180300000,3.887568100000
62-LA CEIBA,64,2,-73.663423100000,3.889080500000
62-LA CEIBA,64,10,-73.663240700000,3.887949100000
62-LA CEIBA,64,3,-73.663390800000,3.888911800000
62-LA CEIBA,64,6,-73.663336400000,3.888532200000
62-LA CEIBA,64,1,-73.663431900000,3.889182200000
62-LA CEIBA,64,18,-73.663030000000,3.886309700000
62-LA CEIBA,64,9,-73.663268800000,3.888068900000
62-LA CEIBA,64,8,-73.663315800000,3.888362500000
62-LA CEIBA,64,11,-73.663229400000,3.887818100000
62-LA CEIBA,64,14,-73.663182000000,3.887475300000
62-LA CEIBA,64,15,-73.663158100000,3.887290100000
62-LA CEIBA,64,12,-73.663214100000,3.887732700000
62-LA CEIBA,64,16,-73.663130300000,3.887014600000
62-LA CEIBA,64,4,-73.663364000000,3.888805700000
67-CASA ROJA,65,6,-73.646966800000,3.884757152000
67-CASA ROJA,65,1,-73.646802600000,3.882781507000
67-CASA ROJA,65,1,-73.646802600000,3.882688299000
67-CASA ROJA,65,10,-73.647005100000,3.885052711000
67-CASA ROJA,65,7,-73.646982600000,3.884845822000
67-CASA ROJA,65,4,-73.646811600000,3.882895180000
67-CASA ROJA,65,8,-73.646987100000,3.884911752000
67-CASA ROJA,65,9,-73.646991600000,3.884986776000
67-CASA ROJA,65,3,-73.646804800000,3.882851983000
67-CASA ROJA,65,5,-73.646813800000,3.882997483000
62-LA CEIBA,65,3,-73.663305500000,3.888877900000
62-LA CEIBA,65,14,-73.663151500000,3.887779500000
62-LA CEIBA,65,28,-73.662969200000,3.886535800000
62-LA CEIBA,65,18,-73.663101300000,3.887427100000
62-LA CEIBA,65,4,-73.663283200000,3.888779300000
62-LA CEIBA,65,11,-73.663183600000,3.888036900000
62-LA CEIBA,65,26,-73.662997100000,3.886722600000
62-LA CEIBA,65,2,-73.663320300000,3.889026400000
62-LA CEIBA,65,19,-73.663086100000,3.887341700000
62-LA CEIBA,65,12,-73.663173700000,3.887968800000
62-LA CEIBA,65,10,-73.663202800000,3.888236300000
62-LA CEIBA,65,24,-73.663025400000,3.886913300000
62-LA CEIBA,65,30,-73.662936000000,3.886176000000
62-LA CEIBA,65,23,-73.663032400000,3.886993600000
62-LA CEIBA,65,22,-73.663039000000,3.887069900000
62-LA CEIBA,65,15,-73.663142600000,3.887699500000
62-LA CEIBA,65,6,-73.663262600000,3.888609600000
62-LA CEIBA,65,1,-73.663353700000,3.889139800000
62-LA CEIBA,65,17,-73.663117100000,3.887518400000
62-LA CEIBA,65,27,-73.662987400000,3.886632800000
62-LA CEIBA,65,9,-73.663217000000,3.888331700000
62-LA CEIBA,65,8,-73.663234700000,3.888422800000
62-LA CEIBA,65,16,-73.663129300000,3.887613900000
62-LA CEIBA,65,31,-73.662922200000,3.886084600000
62-LA CEIBA,65,20,-73.663064000000,3.887268700000
62-LA CEIBA,65,21,-73.663059800000,3.887174500000
62-LA CEIBA,65,7,-73.663244600000,3.888514600000
62-LA CEIBA,65,13,-73.663163800000,3.887877000000
62-LA CEIBA,65,29,-73.662940100000,3.886268300000
62-LA CEIBA,65,25,-73.663016600000,3.886811600000
62-LA CEIBA,65,5,-73.663274200000,3.888675600000
67-CASA ROJA,66,1,-73.646854700000,3.882645131000
67-CASA ROJA,66,3,-73.646870500000,3.882795182000
67-CASA ROJA,66,5,-73.646886200000,3.882967967000
67-CASA ROJA,66,7,-73.647043700000,3.884866314000
67-CASA ROJA,66,9,-73.647057200000,3.885014090000
67-CASA ROJA,66,6,-73.647036900000,3.884777649000
67-CASA ROJA,66,8,-73.647041400000,3.884936787000
67-CASA ROJA,66,2,-73.646854600000,3.882729246000
67-CASA ROJA,66,4,-73.646870400000,3.882888390000
62-LA CEIBA,66,21,-73.662970700000,3.887052200000
62-LA CEIBA,66,6,-73.663181100000,3.888575300000
62-LA CEIBA,66,25,-73.662925700000,3.886691400000
62-LA CEIBA,66,13,-73.663084600000,3.887846500000
62-LA CEIBA,66,5,-73.663201500000,3.888674000000
62-LA CEIBA,66,29,-73.662829600000,3.886057200000
62-LA CEIBA,66,22,-73.662959000000,3.886962500000
62-LA CEIBA,66,19,-73.662992500000,3.887235600000
62-LA CEIBA,66,3,-73.663221200000,3.888834000000
62-LA CEIBA,66,23,-73.662946800000,3.886867000000
62-LA CEIBA,66,17,-73.663026500000,3.887402100000
62-LA CEIBA,66,27,-73.662859600000,3.886222100000
62-LA CEIBA,66,14,-73.663077500000,3.887764300000
62-LA CEIBA,66,11,-73.663107600000,3.888043600000
62-LA CEIBA,66,7,-73.663166100000,3.888491800000
62-LA CEIBA,66,26,-73.662903800000,3.886596700000
62-LA CEIBA,66,9,-73.663139200000,3.888295100000
62-LA CEIBA,66,8,-73.663156100000,3.888400100000
62-LA CEIBA,66,16,-73.663035800000,3.887486100000
62-LA CEIBA,66,10,-73.663125600000,3.888183900000
62-LA CEIBA,66,2,-73.663230800000,3.888921800000
62-LA CEIBA,66,1,-73.663244000000,3.889029100000
62-LA CEIBA,66,18,-73.663012700000,3.887310700000
62-LA CEIBA,66,20,-73.662974300000,3.887138600000
62-LA CEIBA,66,12,-73.663098800000,3.887941800000
62-LA CEIBA,66,4,-73.663207700000,3.888746400000
62-LA CEIBA,66,15,-73.663051500000,3.887668000000
62-LA CEIBA,66,28,-73.662853000000,3.886145800000
62-LA CEIBA,66,24,-73.662934800000,3.886773400000
67-CASA ROJA,67,4,-73.647177200000,3.884911849000
67-CASA ROJA,67,2,-73.647163700000,3.884770893000
67-CASA ROJA,67,1,-73.647152400000,3.884707233000
67-CASA ROJA,67,3,-73.647165900000,3.884852736000
62-LA CEIBA,67,9,-73.663045400000,3.888141600000
62-LA CEIBA,67,2,-73.663131600000,3.888796500000
62-LA CEIBA,67,25,-73.662816300000,3.886561000000
62-LA CEIBA,67,17,-73.662927000000,3.887272800000
62-LA CEIBA,67,21,-73.662876700000,3.886918400000
62-LA CEIBA,67,14,-73.662959300000,3.887532200000
62-LA CEIBA,67,5,-73.663101300000,3.888536900000
62-LA CEIBA,67,20,-73.662887300000,3.887018100000
62-LA CEIBA,67,18,-73.662905100000,3.887178100000
62-LA CEIBA,67,26,-73.662779400000,3.886203500000
62-LA CEIBA,67,15,-73.662952300000,3.887452000000
62-LA CEIBA,67,24,-73.662826500000,3.886633100000
62-LA CEIBA,67,7,-73.663080000000,3.888359400000
62-LA CEIBA,67,1,-73.663140400000,3.888898200000
62-LA CEIBA,67,16,-73.662937700000,3.887350700000
62-LA CEIBA,67,3,-73.663124700000,3.888716200000
62-LA CEIBA,67,13,-73.662978700000,3.887642800000
62-LA CEIBA,67,23,-73.662849200000,3.886737500000
62-LA CEIBA,67,27,-73.662765300000,3.886108100000
62-LA CEIBA,67,22,-73.662855300000,3.886829600000
62-LA CEIBA,67,19,-73.662894400000,3.887100200000
62-LA CEIBA,67,28,-73.662758300000,3.886027900000
62-LA CEIBA,67,4,-73.663117700000,3.888636000000
62-LA CEIBA,67,11,-73.663006100000,3.887823800000
62-LA CEIBA,67,6,-73.663093800000,3.888450800000
62-LA CEIBA,67,12,-73.662996200000,3.887732000000
62-LA CEIBA,67,8,-73.663063000000,3.888276100000
62-LA CEIBA,67,10,-73.663025300000,3.887908800000
67-CASA ROJA,68,3,-73.647245200000,3.884809582000
67-CASA ROJA,68,4,-73.647245100000,3.884893697000
67-CASA ROJA,68,2,-73.647231600000,3.884718641000
67-CASA ROJA,68,1,-73.647224900000,3.884636796000
62-LA CEIBA,68,9,-73.662892000000,3.887683900000
62-LA CEIBA,68,21,-73.662689200000,3.886158200000
62-LA CEIBA,68,19,-73.662732000000,3.886517100000
62-LA CEIBA,68,13,-73.662839900000,3.887241000000
62-LA CEIBA,68,7,-73.662931900000,3.887873600000
62-LA CEIBA,68,2,-73.663014000000,3.888503200000
62-LA CEIBA,68,17,-73.662760300000,3.886707800000
62-LA CEIBA,68,5,-73.662980700000,3.888232100000
62-LA CEIBA,68,23,-73.662667900000,3.885935300000
62-LA CEIBA,68,18,-73.662748500000,3.886616200000
62-LA CEIBA,68,12,-73.662856900000,3.887324300000
62-LA CEIBA,68,3,-73.663000700000,3.888417600000
62-LA CEIBA,68,15,-73.662783200000,3.886881300000
62-LA CEIBA,68,14,-73.662823300000,3.887163600000
62-LA CEIBA,68,1,-73.663049500000,3.888778000000
62-LA CEIBA,68,8,-73.662902700000,3.887785500000
62-LA CEIBA,68,6,-73.662959600000,3.888147200000
62-LA CEIBA,68,22,-73.662679000000,3.886040800000
62-LA CEIBA,68,11,-73.662864500000,3.887412300000
62-LA CEIBA,68,10,-73.662871500000,3.887492500000
62-LA CEIBA,68,4,-73.662982900000,3.888302800000
62-LA CEIBA,68,20,-73.662698700000,3.886267700000
62-LA CEIBA,68,16,-73.662775100000,3.886787400000
67-CASA ROJA,69,3,-73.647310800000,3.884766422000
67-CASA ROJA,69,1,-73.647292800000,3.884605003000
67-CASA ROJA,69,2,-73.647310900000,3.884689127000
67-CASA ROJA,69,4,-73.647308500000,3.884843715000
62-LA CEIBA,69,19,-73.662703500000,3.886844900000
62-LA CEIBA,69,8,-73.662884200000,3.888092700000
62-LA CEIBA,69,12,-73.662801800000,3.887480900000
62-LA CEIBA,69,22,-73.662667100000,3.886605600000
62-LA CEIBA,69,26,-73.662596100000,3.885967200000
62-LA CEIBA,69,7,-73.662897700000,3.888203800000
62-LA CEIBA,69,4,-73.662927700000,3.888481100000
62-LA CEIBA,69,14,-73.662768600000,3.887302400000
62-LA CEIBA,69,2,-73.662943800000,3.888645300000
62-LA CEIBA,69,24,-73.662612600000,3.886135300000
62-LA CEIBA,69,6,-73.662907800000,3.888297600000
62-LA CEIBA,69,15,-73.662754500000,3.887207100000
62-LA CEIBA,69,23,-73.662657100000,3.886490200000
62-LA CEIBA,69,18,-73.662720500000,3.886928200000
62-LA CEIBA,69,20,-73.662687400000,3.886749700000
62-LA CEIBA,69,16,-73.662741000000,3.887119500000
62-LA CEIBA,69,10,-73.662822200000,3.887648600000
62-LA CEIBA,69,3,-73.662934400000,3.888559400000
62-LA CEIBA,69,11,-73.662814600000,3.887560600000
62-LA CEIBA,69,25,-73.662605800000,3.886057000000
62-LA CEIBA,69,13,-73.662774000000,3.887386700000
62-LA CEIBA,69,5,-73.662918800000,3.888379400000
62-LA CEIBA,69,1,-73.662953900000,3.888739000000
62-LA CEIBA,69,21,-73.662674100000,3.886664100000
62-LA CEIBA,69,17,-73.662723700000,3.887032400000
62-LA CEIBA,69,9,-73.662831800000,3.887760100000
67-CASA ROJA,7,10,-73.643188700000,3.885573626000
67-CASA ROJA,7,2,-73.643094300000,3.884345956000
67-CASA ROJA,7,8,-73.643143800000,3.884948426000
67-CASA ROJA,7,6,-73.643130300000,3.884814290000
67-CASA ROJA,7,4,-73.643123500000,3.884652877000
67-CASA ROJA,7,5,-73.643137100000,3.884721085000
67-CASA ROJA,7,9,-73.643157300000,3.885021180000
67-CASA ROJA,7,1,-73.643080700000,3.884248194000
67-CASA ROJA,7,7,-73.643130200000,3.884882491000
67-CASA ROJA,7,11,-73.643200000000,3.885721401000
67-CASA ROJA,7,3,-73.643114600000,3.884430082000
62-LA CEIBA,7,4,-73.667812700000,3.888527400000
62-LA CEIBA,7,2,-73.667839500000,3.888700500000
62-LA CEIBA,7,14,-73.667677100000,3.887618700000
62-LA CEIBA,7,7,-73.667771700000,3.888235300000
62-LA CEIBA,7,8,-73.667756800000,3.888153800000
62-LA CEIBA,7,3,-73.667821400000,3.888605500000
62-LA CEIBA,7,12,-73.667710500000,3.887801000000
62-LA CEIBA,7,11,-73.667723800000,3.887886600000
62-LA CEIBA,7,15,-73.667672700000,3.887522500000
62-LA CEIBA,7,9,-73.667747100000,3.888064000000
62-LA CEIBA,7,10,-73.667737700000,3.887978100000
62-LA CEIBA,7,5,-73.667798700000,3.888434000000
62-LA CEIBA,7,6,-73.667787400000,3.888348200000
62-LA CEIBA,7,13,-73.667698500000,3.887707500000
62-LA CEIBA,7,16,-73.667664400000,3.887426600000
62-LA CEIBA,7,1,-73.667839700000,3.888771400000
67-CASA ROJA,70,4,-73.647362900000,3.884716434000
67-CASA ROJA,70,4,-73.647362900000,3.884802822000
67-CASA ROJA,70,1,-73.647356200000,3.884561841000
67-CASA ROJA,70,2,-73.647353900000,3.884641408000
62-LA CEIBA,70,3,-73.662865700000,3.888514100000
62-LA CEIBA,70,13,-73.662726500000,3.887540700000
62-LA CEIBA,70,9,-73.662792600000,3.887986300000
62-LA CEIBA,70,11,-73.662748200000,3.887700400000
62-LA CEIBA,70,23,-73.662602900000,3.886634900000
62-LA CEIBA,70,24,-73.662578100000,3.886552300000
62-LA CEIBA,70,12,-73.662734900000,3.887614900000
62-LA CEIBA,70,15,-73.662704800000,3.887335600000
62-LA CEIBA,70,17,-73.662677700000,3.887158600000
62-LA CEIBA,70,18,-73.662671800000,3.887090100000
62-LA CEIBA,70,19,-73.662654400000,3.887002900000
62-LA CEIBA,70,10,-73.662773700000,3.887905200000
62-LA CEIBA,70,21,-73.662620800000,3.886818600000
62-LA CEIBA,70,27,-73.662511800000,3.886014000000
62-LA CEIBA,70,25,-73.662567600000,3.886454600000
62-LA CEIBA,70,5,-73.662839100000,3.888343000000
62-LA CEIBA,70,16,-73.662685800000,3.887252500000
62-LA CEIBA,70,7,-73.662814000000,3.888165800000
62-LA CEIBA,70,4,-73.662852400000,3.888450300000
62-LA CEIBA,70,26,-73.662513300000,3.886098600000
62-LA CEIBA,70,8,-73.662806000000,3.888073900000
62-LA CEIBA,70,2,-73.662876800000,3.888619600000
62-LA CEIBA,70,14,-73.662713400000,3.887435400000
62-LA CEIBA,70,20,-73.662644600000,3.886889500000
62-LA CEIBA,70,1,-73.662884500000,3.888707700000
62-LA CEIBA,70,6,-73.662822300000,3.888261700000
62-LA CEIBA,70,22,-73.662612600000,3.886724700000
67-CASA ROJA,71,1,-73.647426400000,3.884541417000
67-CASA ROJA,71,2,-73.647426300000,3.884670999000
67-CASA ROJA,71,2,-73.647426300000,3.884600525000
62-LA CEIBA,71,18,-73.662561100000,3.886967700000
62-LA CEIBA,71,14,-73.662618800000,3.887317500000
62-LA CEIBA,71,8,-73.662709300000,3.887954200000
62-LA CEIBA,71,20,-73.662541700000,3.886790000000
62-LA CEIBA,71,16,-73.662582700000,3.887127500000
62-LA CEIBA,71,6,-73.662731200000,3.888115900000
62-LA CEIBA,71,5,-73.662742400000,3.888223300000
62-LA CEIBA,71,26,-73.662438800000,3.886077500000
62-LA CEIBA,71,4,-73.662765000000,3.888302200000
62-LA CEIBA,71,13,-73.662628500000,3.887383700000
62-LA CEIBA,71,22,-73.662516900000,3.886616700000
62-LA CEIBA,71,3,-73.662773300000,3.888398000000
62-LA CEIBA,71,12,-73.662640300000,3.887497000000
62-LA CEIBA,71,10,-73.662661700000,3.887676500000
62-LA CEIBA,71,7,-73.662724500000,3.888039600000
62-LA CEIBA,71,25,-73.662450600000,3.886145500000
62-LA CEIBA,71,11,-73.662650300000,3.887590700000
62-LA CEIBA,71,27,-73.662431500000,3.885993400000
62-LA CEIBA,71,9,-73.662691100000,3.887857200000
62-LA CEIBA,71,1,-73.662795400000,3.888585300000
62-LA CEIBA,71,15,-73.662602700000,3.887222300000
62-LA CEIBA,71,24,-73.662490900000,3.886429800000
62-LA CEIBA,71,2,-73.662787000000,3.888465800000
62-LA CEIBA,71,19,-73.662551500000,3.886879800000
62-LA CEIBA,71,21,-73.662532200000,3.886702100000
62-LA CEIBA,71,17,-73.662585500000,3.887046400000
62-LA CEIBA,71,23,-73.662500500000,3.886517600000
67-CASA ROJA,72,3,-73.647485200000,3.884545994000
67-CASA ROJA,72,5,-73.647491900000,3.884698313000
67-CASA ROJA,72,3,-73.647485200000,3.884632382000
67-CASA ROJA,72,1,-73.647483000000,3.884475518000
67-CASA ROJA,72,5,-73.647491900000,3.884775608000
62-LA CEIBA,72,11,-73.662544600000,3.887458000000
62-LA CEIBA,72,3,-73.662672800000,3.888280700000
62-LA CEIBA,72,19,-73.662417600000,3.886489400000
62-LA CEIBA,72,9,-73.662591000000,3.887743700000
62-LA CEIBA,72,7,-73.662638700000,3.887909100000
62-LA CEIBA,72,23,-73.662346600000,3.885941700000
62-LA CEIBA,72,5,-73.662653000000,3.888097100000
62-LA CEIBA,72,21,-73.662363400000,3.886090000000
62-LA CEIBA,72,18,-73.662421900000,3.886562000000
62-LA CEIBA,72,12,-73.662537700000,3.887377800000
62-LA CEIBA,72,1,-73.662703000000,3.888447500000
62-LA CEIBA,72,13,-73.662527700000,3.887262400000
62-LA CEIBA,72,17,-73.662442900000,3.886623200000
62-LA CEIBA,72,15,-73.662500300000,3.887105100000
62-LA CEIBA,72,2,-73.662687200000,3.888356300000
62-LA CEIBA,72,22,-73.662355000000,3.886015900000
62-LA CEIBA,72,10,-73.662565800000,3.887566600000
62-LA CEIBA,72,6,-73.662629800000,3.888010400000
62-LA CEIBA,72,16,-73.662494400000,3.887036600000
62-LA CEIBA,72,4,-73.662654300000,3.888179800000
62-LA CEIBA,72,20,-73.662402600000,3.886384300000
62-LA CEIBA,72,14,-73.662523900000,3.887195700000
62-LA CEIBA,72,8,-73.662617700000,3.887826200000
67-CASA ROJA,73,3,-73.647557600000,3.884664246000
67-CASA ROJA,73,1,-73.647553100000,3.884521021000
67-CASA ROJA,73,4,-73.647571100000,3.884748368000
67-CASA ROJA,73,2,-73.647555400000,3.884602864000
62-LA CEIBA,73,16,-73.662395100000,3.886909300000
62-LA CEIBA,73,15,-73.662410300000,3.886994700000
62-LA CEIBA,73,14,-73.662424600000,3.887092000000
62-LA CEIBA,73,10,-73.662477000000,3.887424500000
62-LA CEIBA,73,3,-73.662586800000,3.888238900000
62-LA CEIBA,73,18,-73.662370200000,3.886712400000
62-LA CEIBA,73,24,-73.662266100000,3.885919200000
62-LA CEIBA,73,6,-73.662544800000,3.887958700000
62-LA CEIBA,73,20,-73.662343500000,3.886517600000
62-LA CEIBA,73,22,-73.662322300000,3.886363700000
62-LA CEIBA,73,8,-73.662523800000,3.887806800000
62-LA CEIBA,73,12,-73.662438900000,3.887256300000
62-LA CEIBA,73,19,-73.662363000000,3.886630200000
62-LA CEIBA,73,11,-73.662468900000,3.887354200000
62-LA CEIBA,73,23,-73.662287300000,3.886073000000
62-LA CEIBA,73,7,-73.662536300000,3.887882600000
62-LA CEIBA,73,2,-73.662606200000,3.888327900000
62-LA CEIBA,73,1,-73.662614400000,3.888421800000
62-LA CEIBA,73,17,-73.662385100000,3.886817500000
62-LA CEIBA,73,21,-73.662334100000,3.886431700000
62-LA CEIBA,73,9,-73.662503700000,3.887710000000
62-LA CEIBA,73,5,-73.662549900000,3.888062700000
62-LA CEIBA,73,4,-73.662574100000,3.888161100000
62-LA CEIBA,73,25,-73.662246300000,3.885826300000
62-LA CEIBA,73,13,-73.662430900000,3.887164400000
67-CASA ROJA,74,3,-73.647616500000,3.884623355000
67-CASA ROJA,74,1,-73.647618800000,3.884461947000
67-CASA ROJA,74,2,-73.647609700000,3.884534690000
67-CASA ROJA,74,4,-73.647620900000,3.884705199000
62-LA CEIBA,74,1,-73.662518100000,3.888284300000
62-LA CEIBA,74,5,-73.662460900000,3.887918700000
62-LA CEIBA,74,23,-73.662190200000,3.885971100000
62-LA CEIBA,74,7,-73.662442400000,3.887750800000
62-LA CEIBA,74,13,-73.662350500000,3.887120200000
62-LA CEIBA,74,19,-73.662275000000,3.886588600000
62-LA CEIBA,74,21,-73.662246000000,3.886411800000
62-LA CEIBA,74,17,-73.662308000000,3.886765100000
62-LA CEIBA,74,15,-73.662328800000,3.886960400000
62-LA CEIBA,74,6,-73.662452400000,3.887820900000
62-LA CEIBA,74,11,-73.662384700000,3.887288700000
62-LA CEIBA,74,3,-73.662499100000,3.888110500000
62-LA CEIBA,74,9,-73.662418800000,3.887591200000
62-LA CEIBA,74,12,-73.662368700000,3.887217100000
62-LA CEIBA,74,25,-73.662166800000,3.885791800000
62-LA CEIBA,74,14,-73.662343100000,3.887034100000
62-LA CEIBA,74,22,-73.662195700000,3.886057400000
62-LA CEIBA,74,20,-73.662261900000,3.886505000000
62-LA CEIBA,74,10,-73.662396000000,3.887396100000
62-LA CEIBA,74,4,-73.662471500000,3.888018300000
62-LA CEIBA,74,16,-73.662316000000,3.886857100000
62-LA CEIBA,74,24,-73.662179900000,3.885875400000
62-LA CEIBA,74,18,-73.662293100000,3.886683600000
62-LA CEIBA,74,2,-73.662507400000,3.888206400000
62-LA CEIBA,74,8,-73.662434100000,3.887654900000
67-CASA ROJA,75,1,-73.647670900000,3.884423326000
67-CASA ROJA,75,3,-73.647686700000,3.884568830000
67-CASA ROJA,75,2,-73.647673100000,3.884498349000
67-CASA ROJA,75,4,-73.647700200000,3.884643859000
62-LA CEIBA,75,11,-73.662280700000,3.887175500000
62-LA CEIBA,75,22,-73.662091000000,3.885845800000
62-LA CEIBA,75,19,-73.662191800000,3.886465800000
62-LA CEIBA,75,6,-73.662358400000,3.887732500000
62-LA CEIBA,75,17,-73.662216600000,3.886639000000
62-LA CEIBA,75,2,-73.662404900000,3.888065500000
62-LA CEIBA,75,20,-73.662108800000,3.886005800000
62-LA CEIBA,75,1,-73.662430300000,3.888177700000
62-LA CEIBA,75,12,-73.662271700000,3.887093500000
62-LA CEIBA,75,10,-73.662288900000,3.887269400000
62-LA CEIBA,75,18,-73.662204600000,3.886545500000
62-LA CEIBA,75,15,-73.662230800000,3.886825100000
62-LA CEIBA,75,3,-73.662394900000,3.887995400000
62-LA CEIBA,75,14,-73.662247900000,3.886932000000
62-LA CEIBA,75,5,-73.662375800000,3.887819700000
62-LA CEIBA,75,9,-73.662310300000,3.887358200000
62-LA CEIBA,75,16,-73.662225200000,3.886738800000
62-LA CEIBA,75,13,-73.662261900000,3.887003700000
62-LA CEIBA,75,4,-73.662382100000,3.887892100000
62-LA CEIBA,75,7,-73.662347800000,3.887632900000
62-LA CEIBA,75,8,-73.662331700000,3.887537700000
62-LA CEIBA,75,21,-73.662102800000,3.885937400000
62-LA CEIBA,75,23,-73.662079800000,3.885762000000
67-CASA ROJA,76,2,-73.647736500000,3.884375619000
67-CASA ROJA,76,2,-73.647736500000,3.884527935000
67-CASA ROJA,76,4,-73.647765800000,3.884621158000
67-CASA ROJA,76,2,-73.647736500000,3.884448367000
62-LA CEIBA,76,14,-73.662141200000,3.886787600000
62-LA CEIBA,76,18,-73.662099200000,3.886416700000
62-LA CEIBA,76,9,-73.662227000000,3.887393100000
62-LA CEIBA,76,7,-73.662255800000,3.887589700000
62-LA CEIBA,76,17,-73.662112300000,3.886522000000
62-LA CEIBA,76,5,-73.662285300000,3.887772400000
62-LA CEIBA,76,2,-73.662326300000,3.888019200000
62-LA CEIBA,76,19,-73.662082700000,3.886339300000
62-LA CEIBA,76,4,-73.662304400000,3.887879200000
62-LA CEIBA,76,23,-73.662004900000,3.885804000000
62-LA CEIBA,76,3,-73.662313300000,3.887959200000
62-LA CEIBA,76,22,-73.662025300000,3.885881100000
62-LA CEIBA,76,1,-73.662345100000,3.888145700000
62-LA CEIBA,76,10,-73.662211800000,3.887240700000
62-LA CEIBA,76,21,-73.662035900000,3.885980700000
62-LA CEIBA,76,20,-73.662075400000,3.886255200000
62-LA CEIBA,76,13,-73.662179400000,3.886957700000
62-LA CEIBA,76,6,-73.662275900000,3.887686500000
62-LA CEIBA,76,12,-73.662187200000,3.887047700000
62-LA CEIBA,76,8,-73.662238600000,3.887504500000
62-LA CEIBA,76,15,-73.662132300000,3.886685800000
62-LA CEIBA,76,11,-73.662196000000,3.887149400000
62-LA CEIBA,76,16,-73.662115300000,3.886602600000
67-CASA ROJA,77,1,-73.647799900000,3.884337004000
67-CASA ROJA,77,5,-73.647836000000,3.884646201000
67-CASA ROJA,77,3,-73.647818000000,3.884484782000
67-CASA ROJA,77,2,-73.647802200000,3.884412026000
67-CASA ROJA,77,4,-73.647817900000,3.884575717000
62-LA CEIBA,77,8,-73.662145100000,3.887376600000
62-LA CEIBA,77,2,-73.662225700000,3.887945200000
62-LA CEIBA,77,14,-73.662045200000,3.886654000000
62-LA CEIBA,77,15,-73.662035300000,3.886562200000
62-LA CEIBA,77,10,-73.662119100000,3.887099000000
62-LA CEIBA,77,18,-73.661994900000,3.886299600000
